duration,distance
310.0,3083.0
220.0,1741.0
626.0,7670.0
699.0,8374.0
449.0,4306.0
310.0,3083.0
240.0,2028.0
304.0,2525.0
71.0,649.0
285.0,2119.0
251.0,2120.0
365.0,3534.0
684.0,6549.0
699.0,8374.0
309.0,2502.0
164.0,1421.0
626.0,7670.0
626.0,7670.0
238.0,2144.0
305.0,2879.0
699.0,8374.0
559.0,8461.0
570.0,6947.0
626.0,7670.0
626.0,7670.0
96.0,571.0
618.0,5043.0
262.0,2295.0
542.0,4323.0
290.0,2560.0
736.0,11310.0
270.0,2415.0
220.0,1741.0
626.0,7670.0
626.0,7670.0
569.0,6646.0
638.0,7763.0
707.0,8354.0
626.0,7670.0
362.0,3242.0
699.0,8374.0
275.0,2448.0
318.0,2798.0
262.0,2295.0
258.0,2153.0
626.0,7670.0
248.0,1790.0
286.0,2332.0
835.0,8707.0
247.0,2394.0
377.0,3822.0
190.0,1862.0
297.0,2880.0
91.0,798.0
310.0,3083.0
541.0,6766.0
707.0,8354.0
596.0,5309.0
232.0,2000.0
439.0,3819.0
243.0,1796.0
621.0,7471.0
335.0,2712.0
626.0,7670.0
192.0,1594.0
707.0,8354.0
626.0,7670.0
707.0,8354.0
174.0,1641.0
621.0,6201.0
360.0,3531.0
411.0,3416.0
259.0,2116.0
699.0,8374.0
707.0,8354.0
626.0,7670.0
419.0,3634.0
152.0,1469.0
185.0,1715.0
195.0,1587.0
300.0,2866.0
707.0,8354.0
626.0,7670.0
59.0,407.0
265.0,2513.0
368.0,3414.0
336.0,3593.0
230.0,1829.0
699.0,8374.0
621.0,7471.0
239.0,2076.0
626.0,7670.0
256.0,2290.0
352.0,2738.0
699.0,8374.0
540.0,4220.0
205.0,1924.0
536.0,6639.0
753.0,8907.0
218.0,1880.0
626.0,7670.0
527.0,5594.0
626.0,7670.0
206.0,1873.0
338.0,2705.0
800.0,12371.0
489.0,4481.0
707.0,8354.0
220.0,1908.0
626.0,7670.0
282.0,2648.0
163.0,1373.0
230.0,1740.0
527.0,5594.0
707.0,8354.0
541.0,6766.0
280.0,2183.0
626.0,7670.0
285.0,2365.0
216.0,1913.0
540.0,5107.0
626.0,7670.0
463.0,4366.0
626.0,7670.0
626.0,7670.0
262.0,2295.0
335.0,2712.0
164.0,1343.0
324.0,2760.0
229.0,2094.0
546.0,4419.0
191.0,1788.0
445.0,3920.0
541.0,6766.0
386.0,3515.0
285.0,2440.0
146.0,1381.0
860.0,9655.0
626.0,7670.0
492.0,5270.0
314.0,2906.0
626.0,7670.0
626.0,7670.0
707.0,8354.0
699.0,8374.0
699.0,8374.0
626.0,7670.0
534.0,5061.0
173.0,1192.0
626.0,7670.0
138.0,1142.0
291.0,2767.0
626.0,7670.0
285.0,2365.0
300.0,2563.0
312.0,2443.0
350.0,3343.0
707.0,8354.0
200.0,1749.0
152.0,1377.0
580.0,5326.0
197.0,1810.0
244.0,2197.0
306.0,2937.0
570.0,6947.0
247.0,1958.0
626.0,7670.0
262.0,2295.0
626.0,7670.0
110.0,818.0
707.0,8354.0
1243.0,20996.0
232.0,2198.0
130.0,1098.0
67.0,623.0
699.0,8374.0
295.0,2598.0
626.0,7670.0
707.0,8354.0
296.0,2553.0
638.0,7763.0
355.0,3030.0
201.0,1892.0
626.0,7670.0
699.0,8374.0
223.0,1864.0
283.0,2304.0
200.0,1720.0
199.0,1650.0
152.0,1175.0
626.0,7670.0
100.0,906.0
715.0,6952.0
512.0,6138.0
653.0,9521.0
310.0,3083.0
352.0,2901.0
621.0,7471.0
61.0,439.0
365.0,2790.0
357.0,3082.0
707.0,8354.0
318.0,2798.0
541.0,6766.0
180.0,1273.0
626.0,7670.0
186.0,1555.0
280.0,2088.0
147.0,1413.0
304.0,3105.0
209.0,1654.0
264.0,2014.0
296.0,2668.0
606.0,6887.0
626.0,7670.0
178.0,1418.0
96.0,571.0
160.0,1464.0
220.0,1741.0
285.0,2556.0
626.0,7670.0
699.0,8374.0
707.0,8354.0
316.0,2754.0
699.0,8374.0
225.0,1796.0
152.0,1377.0
276.0,2365.0
162.0,1258.0
177.0,1546.0
282.0,2512.0
499.0,5612.0
249.0,1893.0
238.0,2102.0
310.0,3083.0
210.0,1665.0
445.0,3920.0
233.0,2054.0
626.0,7670.0
176.0,1579.0
100.0,906.0
626.0,7670.0
243.0,1840.0
285.0,2365.0
224.0,1815.0
626.0,7670.0
489.0,4389.0
306.0,2722.0
443.0,5120.0
202.0,1729.0
310.0,3083.0
197.0,1766.0
626.0,7670.0
626.0,7670.0
249.0,2141.0
860.0,9655.0
192.0,1779.0
699.0,8374.0
505.0,4771.0
319.0,2718.0
262.0,2295.0
183.0,1581.0
377.0,3484.0
158.0,1452.0
276.0,2601.0
220.0,1741.0
259.0,2530.0
106.0,892.0
157.0,1595.0
716.0,8469.0
626.0,7670.0
263.0,2356.0
251.0,2010.0
131.0,1096.0
184.0,1750.0
235.0,2282.0
265.0,2513.0
293.0,2481.0
250.0,2134.0
134.0,1223.0
733.0,9933.0
176.0,1311.0
78.0,604.0
570.0,6947.0
163.0,1485.0
310.0,3083.0
236.0,2212.0
550.0,5391.0
255.0,2405.0
626.0,7670.0
626.0,7670.0
323.0,2067.0
347.0,2968.0
573.0,6452.0
346.0,3085.0
505.0,5447.0
626.0,7670.0
707.0,8354.0
707.0,8354.0
138.0,1142.0
657.0,9338.0
395.0,3379.0
135.0,1159.0
505.0,4882.0
638.0,7763.0
697.0,6728.0
270.0,2415.0
707.0,8354.0
304.0,2201.0
262.0,2281.0
767.0,7775.0
626.0,7670.0
386.0,3515.0
319.0,2902.0
390.0,3766.0
350.0,3343.0
707.0,8354.0
626.0,7670.0
349.0,3151.0
720.0,8258.0
626.0,7670.0
496.0,5068.0
626.0,7670.0
665.0,7901.0
626.0,7670.0
198.0,1517.0
242.0,2024.0
110.0,818.0
417.0,3822.0
418.0,3728.0
460.0,4201.0
626.0,7670.0
626.0,7670.0
462.0,4277.0
699.0,8374.0
234.0,1943.0
224.0,2082.0
626.0,7670.0
626.0,7670.0
643.0,7764.0
626.0,7670.0
626.0,7670.0
626.0,7670.0
401.0,3695.0
225.0,1901.0
264.0,2014.0
654.0,6517.0
286.0,2332.0
335.0,2712.0
658.0,11053.0
621.0,7471.0
626.0,7670.0
707.0,8354.0
623.0,6400.0
707.0,8354.0
315.0,2802.0
382.0,3787.0
247.0,2208.0
621.0,7471.0
310.0,3083.0
626.0,7670.0
648.0,6350.0
224.0,1815.0
723.0,10076.0
318.0,2798.0
621.0,7471.0
222.0,1927.0
626.0,7670.0
406.0,3872.0
626.0,7670.0
291.0,2767.0
347.0,2999.0
620.0,7601.0
699.0,8374.0
268.0,2189.0
224.0,1815.0
699.0,8374.0
394.0,3354.0
918.0,12727.0
579.0,5355.0
699.0,8374.0
626.0,7670.0
644.0,8234.0
255.0,2070.0
163.0,1521.0
348.0,3534.0
178.0,1418.0
183.0,1581.0
202.0,1729.0
216.0,1705.0
699.0,8374.0
203.0,1734.0
486.0,4629.0
187.0,1667.0
237.0,1813.0
296.0,2554.0
124.0,1061.0
247.0,2365.0
310.0,3083.0
169.0,1329.0
626.0,7670.0
626.0,7670.0
542.0,6899.0
133.0,1201.0
244.0,2197.0
349.0,2673.0
329.0,2752.0
657.0,6925.0
626.0,7670.0
274.0,2225.0
169.0,1359.0
238.0,2262.0
707.0,8354.0
707.0,8354.0
541.0,6766.0
220.0,2038.0
399.0,3586.0
292.0,2357.0
707.0,8354.0
145.0,1374.0
358.0,3382.0
638.0,7763.0
202.0,1729.0
252.0,2136.0
626.0,7670.0
130.0,941.0
542.0,5582.0
176.0,1416.0
707.0,8354.0
134.0,1222.0
264.0,2014.0
311.0,2347.0
248.0,2069.0
290.0,2870.0
112.0,926.0
527.0,5594.0
657.0,6925.0
626.0,7670.0
626.0,7670.0
262.0,2295.0
170.0,1446.0
129.0,1037.0
198.0,1517.0
638.0,7763.0
626.0,7670.0
145.0,1247.0
224.0,1815.0
58.0,518.0
443.0,5120.0
198.0,1517.0
541.0,6766.0
856.0,9470.0
326.0,2838.0
287.0,2593.0
626.0,7670.0
860.0,9655.0
795.0,14291.0
200.0,1749.0
115.0,903.0
310.0,3083.0
435.0,3731.0
245.0,2284.0
100.0,906.0
707.0,8354.0
268.0,2302.0
296.0,2703.0
183.0,1487.0
626.0,7670.0
172.0,1601.0
403.0,3671.0
723.0,10076.0
388.0,3454.0
304.0,2201.0
394.0,3354.0
626.0,7670.0
643.0,7764.0
319.0,2902.0
160.0,1464.0
100.0,906.0
626.0,7670.0
330.0,2662.0
626.0,7670.0
570.0,6947.0
588.0,6009.0
399.0,3712.0
626.0,7670.0
707.0,8354.0
626.0,7670.0
626.0,5103.0
267.0,2489.0
626.0,7670.0
352.0,3391.0
626.0,7670.0
190.0,1862.0
621.0,7471.0
690.0,6773.0
285.0,2365.0
699.0,8374.0
536.0,4285.0
337.0,3122.0
723.0,10076.0
542.0,5582.0
256.0,2384.0
335.0,2624.0
258.0,2486.0
699.0,8374.0
626.0,7670.0
432.0,4075.0
626.0,7670.0
390.0,3766.0
707.0,8354.0
626.0,7670.0
163.0,1521.0
154.0,1278.0
291.0,2767.0
861.0,12004.0
626.0,7670.0
699.0,8374.0
220.0,1741.0
285.0,2365.0
649.0,7329.0
626.0,7670.0
699.0,8374.0
458.0,5110.0
638.0,7763.0
259.0,2147.0
182.0,1690.0
852.0,10244.0
306.0,2371.0
250.0,2035.0
487.0,4588.0
202.0,1729.0
150.0,1215.0
324.0,3232.0
293.0,2668.0
518.0,5079.0
626.0,7670.0
459.0,4805.0
268.0,2191.0
200.0,1749.0
262.0,2273.0
265.0,2513.0
71.0,649.0
124.0,1293.0
707.0,8354.0
513.0,5410.0
387.0,3380.0
386.0,3374.0
390.0,3766.0
396.0,3421.0
262.0,2106.0
720.0,8258.0
115.0,751.0
228.0,1973.0
296.0,2516.0
707.0,8354.0
539.0,5777.0
842.0,9179.0
247.0,2114.0
133.0,1263.0
626.0,7670.0
644.0,6448.0
289.0,2574.0
352.0,2738.0
186.0,1732.0
224.0,1726.0
310.0,3083.0
253.0,2193.0
318.0,2798.0
1015.0,15134.0
626.0,7670.0
852.0,10244.0
138.0,1142.0
292.0,2309.0
352.0,3026.0
297.0,2280.0
291.0,2767.0
209.0,1826.0
268.0,2302.0
351.0,2770.0
626.0,7670.0
148.0,1341.0
626.0,7670.0
707.0,8354.0
626.0,7670.0
626.0,7670.0
707.0,8354.0
580.0,5326.0
626.0,7670.0
173.0,1192.0
308.0,2712.0
102.0,724.0
707.0,8354.0
432.0,4179.0
265.0,2091.0
389.0,3636.0
457.0,3874.0
527.0,5594.0
197.0,1762.0
626.0,7670.0
314.0,2670.0
310.0,3083.0
626.0,7670.0
592.0,5641.0
177.0,1311.0
699.0,8374.0
626.0,7670.0
626.0,7670.0
284.0,2243.0
621.0,7471.0
373.0,3325.0
707.0,8354.0
310.0,3083.0
282.0,2648.0
187.0,1667.0
133.0,1201.0
253.0,2147.0
335.0,2712.0
138.0,972.0
626.0,7670.0
626.0,7670.0
142.0,1036.0
460.0,4678.0
389.0,3636.0
291.0,2767.0
338.0,3381.0
181.0,1690.0
542.0,6899.0
366.0,2874.0
263.0,2197.0
351.0,3104.0
635.0,5816.0
87.0,678.0
200.0,1797.0
235.0,2013.0
707.0,8354.0
291.0,2767.0
707.0,8354.0
699.0,8374.0
707.0,8354.0
132.0,907.0
293.0,2481.0
144.0,1129.0
500.0,4433.0
134.0,1138.0
87.0,523.0
148.0,1146.0
626.0,7670.0
198.0,1517.0
449.0,4306.0
124.0,1061.0
626.0,7670.0
184.0,1706.0
196.0,1696.0
138.0,1142.0
48.0,467.0
314.0,2717.0
50.0,219.0
186.0,1605.0
330.0,2535.0
152.0,1377.0
724.0,8448.0
163.0,1521.0
368.0,3414.0
33.0,169.0
83.0,728.0
563.0,6240.0
699.0,8374.0
292.0,2207.0
493.0,4078.0
224.0,1815.0
273.0,2500.0
239.0,2250.0
860.0,9655.0
447.0,4843.0
343.0,2597.0
293.0,2481.0
164.0,1137.0
407.0,4062.0
626.0,7670.0
626.0,7670.0
318.0,3006.0
184.0,1618.0
626.0,7670.0
708.0,11697.0
134.0,1127.0
541.0,6766.0
893.0,12305.0
541.0,6766.0
207.0,1848.0
699.0,8374.0
770.0,8454.0
274.0,2484.0
132.0,1240.0
252.0,2039.0
540.0,5107.0
626.0,7670.0
624.0,6515.0
292.0,2357.0
509.0,4613.0
532.0,5056.0
181.0,1452.0
400.0,3438.0
95.0,895.0
860.0,9655.0
626.0,7670.0
717.0,9511.0
626.0,7670.0
124.0,1013.0
225.0,1864.0
268.0,2302.0
182.0,1435.0
163.0,1521.0
262.0,2295.0
34.0,318.0
179.0,1432.0
98.0,506.0
143.0,1274.0
626.0,7670.0
291.0,2767.0
259.0,2116.0
70.0,564.0
670.0,9808.0
626.0,7670.0
621.0,7471.0
313.0,2711.0
399.0,3390.0
43.0,394.0
542.0,5582.0
444.0,4368.0
626.0,7670.0
310.0,3083.0
1070.0,12409.0
163.0,1521.0
707.0,8354.0
230.0,2098.0
699.0,8374.0
626.0,7670.0
428.0,3654.0
280.0,2475.0
622.0,6884.0
707.0,8354.0
621.0,7471.0
350.0,2933.0
626.0,7670.0
626.0,7670.0
348.0,3026.0
287.0,2348.0
145.0,1301.0
644.0,6924.0
221.0,2079.0
541.0,6766.0
220.0,1908.0
310.0,3083.0
390.0,3766.0
202.0,1729.0
621.0,7471.0
626.0,7670.0
310.0,3083.0
626.0,7670.0
626.0,7670.0
626.0,7670.0
318.0,2964.0
310.0,3083.0
293.0,2426.0
448.0,3843.0
377.0,3649.0
142.0,1268.0
300.0,2866.0
624.0,6345.0
208.0,1943.0
566.0,5879.0
343.0,2962.0
638.0,7763.0
570.0,6947.0
262.0,2235.0
626.0,7670.0
393.0,3920.0
448.0,4278.0
626.0,7670.0
266.0,2330.0
213.0,1868.0
260.0,2355.0
215.0,1612.0
707.0,8354.0
495.0,4550.0
117.0,939.0
626.0,7670.0
198.0,1517.0
470.0,4707.0
181.0,1326.0
336.0,3593.0
310.0,3083.0
427.0,4253.0
626.0,7670.0
221.0,1867.0
860.0,9655.0
280.0,2183.0
401.0,3702.0
707.0,8354.0
626.0,7670.0
178.0,1325.0
222.0,2074.0
200.0,1749.0
234.0,1943.0
249.0,2009.0
699.0,8374.0
353.0,3142.0
390.0,3766.0
259.0,2076.0
138.0,1142.0
626.0,7670.0
164.0,1137.0
100.0,792.0
372.0,3318.0
699.0,8374.0
71.0,649.0
132.0,1303.0
244.0,2197.0
103.0,880.0
626.0,7670.0
437.0,3921.0
320.0,2872.0
626.0,7670.0
173.0,1444.0
621.0,7471.0
197.0,1762.0
626.0,7670.0
34.0,318.0
279.0,2222.0
626.0,7670.0
643.0,9026.0
310.0,3083.0
626.0,7670.0
626.0,7670.0
586.0,5589.0
314.0,2786.0
621.0,7471.0
170.0,1599.0
157.0,1595.0
574.0,6114.0
626.0,7670.0
188.0,1553.0
626.0,7670.0
158.0,1471.0
707.0,8354.0
299.0,2623.0
163.0,1521.0
317.0,2644.0
669.0,10357.0
239.0,2076.0
626.0,7670.0
626.0,7670.0
160.0,1535.0
178.0,1557.0
291.0,2767.0
334.0,2999.0
264.0,2380.0
267.0,1968.0
531.0,5047.0
157.0,1595.0
638.0,7763.0
225.0,2188.0
852.0,10244.0
324.0,2870.0
626.0,7670.0
626.0,7670.0
439.0,3819.0
263.0,2442.0
291.0,2767.0
153.0,1394.0
338.0,2862.0
707.0,8354.0
707.0,8354.0
214.0,1878.0
168.0,1330.0
626.0,7670.0
223.0,1747.0
267.0,2262.0
143.0,1368.0
247.0,2204.0
182.0,1531.0
460.0,4201.0
222.0,1898.0
284.0,2505.0
169.0,1420.0
217.0,2052.0
129.0,1111.0
218.0,1880.0
67.0,488.0
458.0,5110.0
638.0,7763.0
330.0,2838.0
542.0,5582.0
621.0,7471.0
629.0,5787.0
344.0,3054.0
53.0,425.0
404.0,3769.0
382.0,3168.0
116.0,792.0
190.0,1862.0
421.0,4268.0
146.0,1290.0
199.0,1810.0
573.0,6452.0
189.0,1626.0
399.0,3712.0
621.0,7471.0
626.0,7670.0
496.0,5068.0
265.0,2513.0
327.0,3112.0
596.0,7042.0
351.0,2770.0
626.0,7670.0
259.0,2322.0
864.0,9916.0
707.0,8354.0
570.0,6947.0
626.0,7670.0
233.0,1964.0
311.0,2347.0
626.0,7670.0
707.0,8354.0
626.0,7670.0
268.0,2230.0
58.0,508.0
626.0,7670.0
350.0,2933.0
481.0,4432.0
472.0,4114.0
298.0,2715.0
399.0,3920.0
626.0,7670.0
390.0,3766.0
776.0,7569.0
460.0,4678.0
110.0,949.0
626.0,7670.0
699.0,8374.0
424.0,4353.0
395.0,3549.0
247.0,2385.0
135.0,1245.0
362.0,3242.0
707.0,8354.0
626.0,7670.0
236.0,2152.0
626.0,7670.0
707.0,8354.0
254.0,1940.0
306.0,2676.0
264.0,2262.0
746.0,7966.0
264.0,2014.0
234.0,2008.0
263.0,2171.0
142.0,1268.0
860.0,9655.0
148.0,1403.0
707.0,8354.0
626.0,7670.0
268.0,2191.0
264.0,2014.0
570.0,6477.0
509.0,4613.0
200.0,1749.0
626.0,7670.0
573.0,6452.0
183.0,1487.0
626.0,7670.0
374.0,3363.0
626.0,7670.0
164.0,1618.0
707.0,8354.0
238.0,1965.0
100.0,906.0
169.0,1420.0
292.0,2207.0
346.0,3336.0
296.0,2703.0
268.0,2189.0
61.0,439.0
147.0,1253.0
229.0,1923.0
275.0,2341.0
626.0,7670.0
236.0,1979.0
216.0,1913.0
178.0,1359.0
242.0,2156.0
626.0,7670.0
408.0,4711.0
626.0,7670.0
135.0,1245.0
216.0,2050.0
626.0,7670.0
350.0,2172.0
626.0,7670.0
313.0,2535.0
